Fire Incident Alarm DateTime,Fire Incident Apparatus Dispatch Time,Fire Incident Apparatus Enroute Time,Fire Incident Arrival DateTime,Fire Incident Apparatus Clear Time,Fire Incident Incident Type
10/05/2016 18:28:15,10/05/2016 18:28:41,10/05/2016 18:29:55,10/05/2016 18:32:38,10/05/2016 18:45:39,"Alarm system activation, no fire"
10/05/2016 18:28:15,10/05/2016 18:28:41,10/05/2016 18:29:46,10/05/2016 18:32:38,10/05/2016 19:04:59,"Alarm system activation, no fire"
10/05/2016 18:34:57,10/05/2016 18:37:33,10/05/2016 18:38:31,10/05/2016 18:45:14,10/05/2016 19:46:04,Public service
10/05/2016 20:29:40,10/05/2016 20:31:32,10/05/2016 20:32:23,,10/05/2016 20:54:39,"EMS call, excluding vehicle acci"
10/05/2016 20:50:17,10/05/2016 20:54:37,10/05/2016 20:55:18,10/05/2016 20:56:21,10/05/2016 21:10:48,"EMS call, excluding vehicle acci"
10/05/2016 20:50:59,10/05/2016 20:51:51,10/05/2016 20:52:29,10/05/2016 20:57:00,10/05/2016 22:00:40,"EMS call, excluding vehicle acci"
10/05/2016 21:07:20,10/05/2016 21:11:54,10/05/2016 21:12:43,10/05/2016 21:15:03,10/05/2016 21:27:35,"Medical assist, assist EMS crew"
10/05/2016 21:50:20,10/05/2016 21:50:45,10/05/2016 21:51:24,,10/05/2016 21:51:58,Emergency Medical cancelled en r
10/05/2016 23:14:47,10/05/2016 23:17:10,10/05/2016 23:18:15,10/05/2016 23:21:45,10/05/2016 23:27:17,"Medical assist, assist EMS crew"
10/05/2016 23:33:39,10/05/2016 23:34:20,10/05/2016 23:35:59,10/05/2016 23:39:45,10/05/2016 23:52:15,"Smoke detector activation, no fi"
10/05/2016 23:33:39,10/05/2016 23:34:20,10/05/2016 23:35:50,10/05/2016 23:39:45,10/05/2016 23:50:47,"Smoke detector activation, no fi"
10/05/2016 23:33:39,10/05/2016 23:34:20,10/05/2016 23:35:36,10/05/2016 23:39:45,10/05/2016 23:51:18,"Smoke detector activation, no fi"
10/05/2016 23:33:39,10/05/2016 23:34:20,10/05/2016 23:35:30,10/05/2016 23:39:45,10/05/2016 23:50:44,"Smoke detector activation, no fi"
10/05/2016 23:33:39,10/05/2016 23:34:20,10/05/2016 23:35:25,10/05/2016 23:39:45,10/06/2016 00:00:32,"Smoke detector activation, no fi"
10/05/2016 23:33:39,10/05/2016 23:34:20,10/05/2016 23:35:36,10/05/2016 23:39:45,10/05/2016 23:50:44,"Smoke detector activation, no fi"
10/06/2016 00:01:03,10/06/2016 00:04:33,10/06/2016 00:05:47,10/06/2016 00:07:33,10/06/2016 00:15:18,EMS Cancelled on Arrival
10/06/2016 00:43:29,10/06/2016 00:44:00,10/06/2016 00:45:10,10/06/2016 00:49:37,10/06/2016 00:53:27,EMS Cancelled on Arrival
10/06/2016 01:16:33,10/06/2016 01:16:52,10/06/2016 01:17:58,10/06/2016 01:24:27,10/06/2016 01:29:43,Assist police or other governmen
10/06/2016 01:39:14,10/06/2016 01:41:36,10/06/2016 01:42:46,10/06/2016 01:45:11,10/06/2016 01:50:07,EMS Cancelled on Arrival
10/06/2016 01:59:30,10/06/2016 01:59:54,10/06/2016 02:01:00,,10/06/2016 02:03:01,Emergency Medical cancelled en r
10/06/2016 02:23:25,10/06/2016 02:24:27,10/06/2016 02:25:47,10/06/2016 02:30:11,10/06/2016 02:42:33,"EMS call, excluding vehicle acci"
10/06/2016 02:51:06,10/06/2016 02:51:58,10/06/2016 02:53:54,10/06/2016 02:54:59,10/06/2016 02:58:46,"Alarm system activation, no fire"
10/06/2016 02:51:06,10/06/2016 02:51:58,10/06/2016 02:53:31,10/06/2016 02:54:59,10/06/2016 02:58:37,"Alarm system activation, no fire"
10/06/2016 02:51:06,10/06/2016 02:51:58,10/06/2016 02:53:02,10/06/2016 02:54:59,10/06/2016 02:58:43,"Alarm system activation, no fire"
10/06/2016 02:51:06,10/06/2016 02:51:58,10/06/2016 02:53:03,10/06/2016 02:54:59,10/06/2016 02:58:39,"Alarm system activation, no fire"
10/06/2016 02:51:06,10/06/2016 02:51:58,10/06/2016 02:53:00,10/06/2016 02:54:59,10/06/2016 03:10:42,"Alarm system activation, no fire"
10/06/2016 02:51:06,10/06/2016 02:51:58,10/06/2016 02:53:09,10/06/2016 02:54:59,10/06/2016 02:58:41,"Alarm system activation, no fire"
10/06/2016 04:46:00,10/06/2016 04:46:48,10/06/2016 04:48:08,10/06/2016 04:50:10,10/06/2016 04:57:42,"EMS call, excluding vehicle acci"
10/06/2016 08:16:38,10/06/2016 08:17:31,10/06/2016 08:18:18,10/06/2016 08:21:15,10/06/2016 08:29:01,Assist invalid
10/06/2016 08:38:10,10/06/2016 08:39:27,10/06/2016 08:40:34,10/06/2016 08:43:39,10/06/2016 08:47:18,"Smoke detector activation, no fi"
10/06/2016 08:38:10,10/06/2016 08:39:27,10/06/2016 08:40:42,10/06/2016 08:43:39,10/06/2016 08:49:34,"Smoke detector activation, no fi"
10/06/2016 08:38:10,10/06/2016 08:39:27,10/06/2016 08:40:32,10/06/2016 08:43:39,10/06/2016 08:49:34,"Smoke detector activation, no fi"
10/06/2016 08:38:10,10/06/2016 08:39:27,10/06/2016 08:40:09,10/06/2016 08:43:39,10/06/2016 08:52:17,"Smoke detector activation, no fi"
10/06/2016 08:38:10,10/06/2016 08:39:27,10/06/2016 08:40:22,10/06/2016 08:43:39,10/06/2016 08:46:55,"Smoke detector activation, no fi"
10/06/2016 08:38:10,10/06/2016 08:39:27,10/06/2016 08:40:31,10/06/2016 08:43:39,10/06/2016 08:46:52,"Smoke detector activation, no fi"
10/06/2016 08:49:51,10/06/2016 08:51:26,10/06/2016 08:52:08,10/06/2016 08:53:31,10/06/2016 08:57:08,"Smoke detector activation, no fi"
10/06/2016 08:49:51,10/06/2016 08:51:26,10/06/2016 08:52:16,10/06/2016 08:53:31,10/06/2016 08:56:34,"Smoke detector activation, no fi"
10/06/2016 08:49:51,10/06/2016 08:51:26,10/06/2016 08:52:19,10/06/2016 08:53:31,10/06/2016 08:58:49,"Smoke detector activation, no fi"
10/06/2016 08:49:51,10/06/2016 08:52:52,10/06/2016 08:52:59,10/06/2016 08:53:31,10/06/2016 08:56:24,"Smoke detector activation, no fi"
10/06/2016 08:49:51,10/06/2016 08:51:26,10/06/2016 08:51:36,10/06/2016 08:53:31,10/06/2016 08:56:19,"Smoke detector activation, no fi"
10/06/2016 08:49:51,10/06/2016 08:51:26,10/06/2016 08:51:45,10/06/2016 08:53:31,10/06/2016 08:56:17,"Smoke detector activation, no fi"
10/06/2016 08:49:51,10/06/2016 08:51:26,10/06/2016 08:52:21,10/06/2016 08:53:31,10/06/2016 08:52:54,"Smoke detector activation, no fi"
10/06/2016 09:27:38,10/06/2016 09:29:03,10/06/2016 09:29:40,10/06/2016 09:33:15,10/06/2016 09:34:33,Motor vehicle accident with inju
10/06/2016 09:27:38,10/06/2016 09:29:03,,10/06/2016 09:33:15,10/06/2016 09:36:47,Motor vehicle accident with inju
10/06/2016 09:27:38,10/06/2016 09:29:03,10/06/2016 09:30:25,10/06/2016 09:33:15,10/06/2016 09:34:23,Motor vehicle accident with inju
10/06/2016 09:27:38,10/06/2016 09:29:03,10/06/2016 09:29:18,10/06/2016 09:33:15,10/06/2016 09:56:14,Motor vehicle accident with inju
10/06/2016 09:54:56,10/06/2016 09:55:45,10/06/2016 09:57:28,10/06/2016 10:00:39,10/06/2016 10:02:15,"Alarm system activation, no fire"
10/06/2016 09:54:56,10/06/2016 09:55:45,10/06/2016 09:56:43,10/06/2016 10:00:39,10/06/2016 10:02:03,"Alarm system activation, no fire"
10/06/2016 09:54:56,10/06/2016 09:55:45,10/06/2016 09:56:16,10/06/2016 10:00:39,10/06/2016 09:56:52,"Alarm system activation, no fire"
10/06/2016 09:54:56,10/06/2016 09:55:45,10/06/2016 09:56:43,10/06/2016 10:00:39,10/06/2016 10:01:56,"Alarm system activation, no fire"
10/06/2016 09:54:56,10/06/2016 09:55:45,10/06/2016 09:56:50,10/06/2016 10:00:39,10/06/2016 10:01:44,"Alarm system activation, no fire"
10/06/2016 09:54:56,10/06/2016 09:55:45,,10/06/2016 10:00:39,10/06/2016 10:02:00,"Alarm system activation, no fire"
10/06/2016 09:54:56,10/06/2016 09:56:40,10/06/2016 09:56:47,10/06/2016 10:00:39,10/06/2016 10:01:52,"Alarm system activation, no fire"
10/06/2016 10:58:25,10/06/2016 10:59:24,10/06/2016 11:00:40,10/06/2016 11:05:16,10/06/2016 11:13:52,"Medical assist, assist EMS crew"
10/06/2016 11:26:48,10/06/2016 11:27:51,10/06/2016 11:28:59,10/06/2016 11:32:45,10/06/2016 11:35:01,No incident found on arrival at
10/06/2016 12:08:48,10/06/2016 12:10:20,10/06/2016 12:11:18,10/06/2016 12:15:04,10/06/2016 12:33:10,Motor vehicle accident with inju
10/06/2016 12:08:48,10/06/2016 12:10:20,10/06/2016 12:11:35,10/06/2016 12:15:04,10/06/2016 12:24:40,Motor vehicle accident with inju
10/06/2016 12:08:48,10/06/2016 12:10:20,10/06/2016 12:11:23,10/06/2016 12:15:04,10/06/2016 12:29:01,Motor vehicle accident with inju
10/06/2016 12:08:48,10/06/2016 12:10:20,10/06/2016 12:11:14,10/06/2016 12:15:04,10/06/2016 12:41:53,Motor vehicle accident with inju
10/06/2016 12:13:08,10/06/2016 12:14:33,10/06/2016 12:15:57,,10/06/2016 12:19:50,Dispatched & canceled en route
10/06/2016 12:13:08,10/06/2016 12:14:33,10/06/2016 12:15:55,,10/06/2016 12:20:07,Dispatched & canceled en route
10/06/2016 12:13:08,10/06/2016 12:14:33,10/06/2016 12:15:29,,10/06/2016 12:19:34,Dispatched & canceled en route
10/06/2016 12:51:25,10/06/2016 12:51:55,10/06/2016 12:52:42,10/06/2016 12:55:24,10/06/2016 13:12:48,"EMS call, excluding vehicle acci"
10/06/2016 12:59:25,10/06/2016 13:07:11,,10/06/2016 13:07:11,10/06/2016 13:14:34,Motor vehicle accident with no i
10/06/2016 12:59:25,10/06/2016 13:01:01,10/06/2016 13:01:50,10/06/2016 13:07:11,10/06/2016 13:07:06,Motor vehicle accident with no i
10/06/2016 14:55:02,10/06/2016 14:58:28,10/06/2016 14:58:45,10/06/2016 15:01:36,10/06/2016 15:09:12,"EMS call, excluding vehicle acci"
10/06/2016 14:58:07,10/06/2016 14:59:20,10/06/2016 15:00:26,10/06/2016 15:09:22,10/06/2016 15:11:00,"Medical assist, assist EMS crew"
10/06/2016 15:21:01,10/06/2016 15:22:01,10/06/2016 15:22:33,10/06/2016 15:24:04,10/06/2016 15:43:58,"EMS call, excluding vehicle acci"
10/06/2016 15:49:07,10/06/2016 15:51:13,10/06/2016 15:52:01,10/06/2016 15:56:02,10/06/2016 16:10:09,Rescue or EMS standby
10/06/2016 16:50:48,10/06/2016 16:52:43,10/06/2016 16:53:50,10/06/2016 17:00:16,10/06/2016 16:53:58,Motor vehicle accident with inju
10/06/2016 16:50:48,10/06/2016 16:52:43,10/06/2016 16:53:00,10/06/2016 17:00:16,10/06/2016 16:54:22,Motor vehicle accident with inju
10/06/2016 16:50:48,10/06/2016 16:52:43,10/06/2016 16:53:42,10/06/2016 17:00:16,10/06/2016 16:53:53,Motor vehicle accident with inju
10/06/2016 16:50:48,10/06/2016 16:52:43,10/06/2016 16:53:42,10/06/2016 17:00:16,10/06/2016 17:21:28,Motor vehicle accident with inju
10/06/2016 17:36:35,10/06/2016 17:36:55,10/06/2016 17:37:31,,10/06/2016 17:38:06,Dispatched & canceled en route
10/06/2016 17:36:39,10/06/2016 17:38:12,10/06/2016 17:38:52,10/06/2016 17:42:49,10/06/2016 17:44:30,Motor vehicle accident with no i
10/06/2016 17:36:39,10/06/2016 17:38:12,10/06/2016 17:39:18,10/06/2016 17:42:49,10/06/2016 17:44:18,Motor vehicle accident with no i
10/06/2016 17:36:39,10/06/2016 17:38:12,10/06/2016 17:38:27,10/06/2016 17:42:49,10/06/2016 18:04:11,Motor vehicle accident with no i
10/06/2016 17:36:39,10/06/2016 17:38:12,10/06/2016 17:39:07,10/06/2016 17:42:49,10/06/2016 17:44:09,Motor vehicle accident with no i
10/06/2016 18:11:25,10/06/2016 18:12:41,10/06/2016 18:13:23,10/06/2016 18:15:42,10/06/2016 18:29:59,"EMS call, excluding vehicle acci"
10/06/2016 18:20:20,10/06/2016 18:21:19,10/06/2016 18:22:11,10/06/2016 18:24:05,10/06/2016 18:36:11,"Smoke detector activation, no fi"
10/06/2016 18:20:20,10/06/2016 18:21:19,10/06/2016 18:22:33,10/06/2016 18:24:05,10/06/2016 18:29:43,"Smoke detector activation, no fi"
10/06/2016 18:20:20,10/06/2016 18:21:19,10/06/2016 18:22:05,10/06/2016 18:24:05,10/06/2016 18:29:32,"Smoke detector activation, no fi"
10/06/2016 18:20:20,10/06/2016 18:21:19,10/06/2016 18:22:18,10/06/2016 18:24:05,10/06/2016 18:29:36,"Smoke detector activation, no fi"
10/06/2016 18:20:20,10/06/2016 18:21:19,10/06/2016 18:22:20,10/06/2016 18:24:05,10/06/2016 18:29:34,"Smoke detector activation, no fi"
10/06/2016 18:20:20,10/06/2016 18:21:19,10/06/2016 18:22:16,10/06/2016 18:24:05,10/06/2016 18:37:19,"Smoke detector activation, no fi"
10/06/2016 18:47:44,10/06/2016 18:48:59,10/06/2016 18:49:58,10/06/2016 18:52:26,10/06/2016 19:11:23,"EMS call, excluding vehicle acci"
10/06/2016 19:53:19,10/06/2016 19:54:43,10/06/2016 19:55:43,10/06/2016 19:57:41,10/06/2016 20:11:19,No incident found on arrival at
10/06/2016 20:13:52,10/06/2016 20:15:03,10/06/2016 20:15:55,10/06/2016 20:17:31,10/06/2016 20:30:28,"EMS call, excluding vehicle acci"
10/06/2016 20:52:20,10/06/2016 20:53:02,10/06/2016 20:53:31,10/06/2016 20:59:30,10/06/2016 21:05:40,"EMS call, excluding vehicle acci"
10/06/2016 21:02:59,10/06/2016 21:03:54,10/06/2016 21:04:42,10/06/2016 21:09:55,10/06/2016 21:19:07,"EMS call, excluding vehicle acci"
10/07/2016 00:23:17,10/07/2016 00:25:08,10/07/2016 00:26:19,,10/07/2016 00:27:01,Emergency Medical cancelled en r
10/07/2016 03:35:53,10/07/2016 03:36:51,10/07/2016 03:38:01,10/07/2016 03:42:20,10/07/2016 03:43:54,EMS Cancelled on Arrival
10/07/2016 04:40:15,10/07/2016 04:41:16,10/07/2016 04:42:32,10/07/2016 04:44:55,10/07/2016 05:03:28,"EMS call, excluding vehicle acci"
10/07/2016 05:44:11,10/07/2016 05:44:36,10/07/2016 05:45:51,10/07/2016 05:48:12,10/07/2016 05:54:32,"EMS call, excluding vehicle acci"
10/07/2016 06:02:11,10/07/2016 06:03:07,10/07/2016 06:04:10,10/07/2016 06:07:23,10/07/2016 06:13:26,Assist invalid
10/07/2016 07:26:49,10/07/2016 07:28:23,10/07/2016 07:28:59,10/07/2016 07:33:42,10/07/2016 07:46:35,"EMS call, excluding vehicle acci"
10/07/2016 08:13:26,10/07/2016 08:16:03,10/07/2016 08:16:53,10/07/2016 08:20:27,10/07/2016 08:25:21,"EMS call, excluding vehicle acci"
10/07/2016 08:47:58,10/07/2016 08:49:18,10/07/2016 08:50:06,10/07/2016 08:52:52,10/07/2016 08:54:17,Emergency Medical cancelled en r
10/07/2016 10:26:12,10/07/2016 10:27:07,10/07/2016 10:28:42,10/07/2016 10:32:15,10/07/2016 10:41:13,"EMS call, excluding vehicle acci"
10/07/2016 11:09:27,10/07/2016 11:10:03,10/07/2016 11:11:20,10/07/2016 11:15:14,10/07/2016 11:31:44,"Medical assist, assist EMS crew"
10/07/2016 13:20:13,10/07/2016 13:21:08,10/07/2016 13:21:44,10/07/2016 13:23:07,10/07/2016 13:48:44,"Smoke detector activation, no fi"
10/07/2016 13:20:13,10/07/2016 13:21:08,10/07/2016 13:22:16,10/07/2016 13:23:07,10/07/2016 13:47:09,"Smoke detector activation, no fi"
10/07/2016 13:20:13,10/07/2016 13:21:08,10/07/2016 13:22:15,10/07/2016 13:23:07,10/07/2016 13:28:43,"Smoke detector activation, no fi"
10/07/2016 13:20:13,10/07/2016 13:21:08,10/07/2016 13:22:11,10/07/2016 13:23:07,10/07/2016 13:31:35,"Smoke detector activation, no fi"
10/07/2016 13:20:13,10/07/2016 13:21:08,10/07/2016 13:22:07,10/07/2016 13:23:07,10/07/2016 13:28:35,"Smoke detector activation, no fi"
10/07/2016 13:20:13,10/07/2016 13:21:08,10/07/2016 13:22:02,10/07/2016 13:23:07,10/07/2016 13:51:09,"Smoke detector activation, no fi"
10/07/2016 13:32:02,10/07/2016 13:34:03,10/07/2016 13:34:40,10/07/2016 13:38:33,10/07/2016 13:50:26,"EMS call, excluding vehicle acci"
10/07/2016 15:08:31,10/07/2016 15:09:29,10/07/2016 15:10:05,10/07/2016 15:13:28,10/07/2016 15:21:01,"EMS call, excluding vehicle acci"
10/07/2016 15:24:37,10/07/2016 15:25:40,10/07/2016 15:26:27,10/07/2016 15:30:39,10/07/2016 15:49:30,"Medical assist, assist EMS crew"
10/07/2016 15:48:25,10/07/2016 15:50:46,10/07/2016 15:51:18,10/07/2016 15:56:23,10/07/2016 16:02:15,"Vehicle accident, general cleanu"
10/07/2016 16:18:44,10/07/2016 16:20:00,10/07/2016 16:22:31,10/07/2016 16:25:04,10/07/2016 16:30:21,Motor vehicle accident with inju
10/07/2016 16:18:44,10/07/2016 16:20:00,10/07/2016 16:21:00,10/07/2016 16:25:04,10/07/2016 16:26:41,Motor vehicle accident with inju
10/07/2016 16:18:44,10/07/2016 16:20:00,10/07/2016 16:20:59,10/07/2016 16:25:04,10/07/2016 16:50:39,Motor vehicle accident with inju
10/07/2016 16:18:44,10/07/2016 16:20:00,10/07/2016 16:21:08,10/07/2016 16:25:04,10/07/2016 16:51:27,Motor vehicle accident with inju
10/07/2016 16:38:53,10/07/2016 16:39:56,10/07/2016 16:40:46,10/07/2016 16:41:50,10/07/2016 16:52:10,"EMS call, excluding vehicle acci"
10/07/2016 17:19:53,10/07/2016 17:20:48,10/07/2016 17:21:22,10/07/2016 17:24:22,10/07/2016 17:35:25,"EMS call, excluding vehicle acci"
10/07/2016 17:20:57,10/07/2016 17:22:23,10/07/2016 17:23:10,10/07/2016 17:29:47,10/07/2016 17:38:58,Assist invalid
10/07/2016 18:44:36,10/07/2016 18:45:13,10/07/2016 18:45:45,10/07/2016 18:49:28,10/07/2016 18:57:27,"Medical assist, assist EMS crew"
10/07/2016 18:45:33,10/07/2016 18:46:38,10/07/2016 18:47:32,10/07/2016 18:53:21,10/07/2016 19:00:10,"Medical assist, assist EMS crew"
10/07/2016 19:35:24,10/07/2016 19:36:37,10/07/2016 19:37:12,10/07/2016 19:39:00,10/07/2016 19:44:44,"Medical assist, assist EMS crew"
10/07/2016 20:22:34,10/07/2016 20:23:15,10/07/2016 20:23:53,10/07/2016 20:26:48,10/07/2016 20:35:44,"EMS call, excluding vehicle acci"
10/07/2016 21:18:27,10/07/2016 21:22:58,10/07/2016 21:24:14,10/07/2016 21:25:50,10/07/2016 21:41:29,"EMS call, excluding vehicle acci"
10/07/2016 22:04:38,10/07/2016 22:05:20,10/07/2016 22:06:00,10/07/2016 22:08:21,10/07/2016 22:27:38,"EMS call, excluding vehicle acci"
10/07/2016 22:18:37,10/07/2016 22:19:34,10/07/2016 22:20:33,10/07/2016 22:22:37,10/07/2016 22:31:58,"EMS call, excluding vehicle acci"
10/07/2016 22:54:48,10/07/2016 22:55:41,10/07/2016 22:57:14,10/07/2016 23:04:09,10/07/2016 23:05:39,Smoke detector activation due to
10/07/2016 22:54:48,10/07/2016 22:55:41,10/07/2016 22:57:29,10/07/2016 23:04:09,10/07/2016 23:05:35,Smoke detector activation due to
10/07/2016 22:54:48,10/07/2016 22:55:41,10/07/2016 22:56:57,10/07/2016 23:04:09,10/07/2016 23:01:40,Smoke detector activation due to
10/07/2016 22:54:48,10/07/2016 22:55:41,10/07/2016 22:56:37,10/07/2016 23:04:09,10/07/2016 23:05:38,Smoke detector activation due to
10/07/2016 22:54:48,10/07/2016 22:55:41,10/07/2016 22:56:59,10/07/2016 23:04:09,10/07/2016 23:05:33,Smoke detector activation due to
10/07/2016 22:54:48,10/07/2016 22:55:41,10/07/2016 22:57:33,10/07/2016 23:04:09,10/07/2016 23:14:21,Smoke detector activation due to
10/07/2016 22:57:18,10/07/2016 23:01:40,10/07/2016 23:01:47,10/07/2016 23:04:00,10/07/2016 23:20:18,"Medical assist, assist EMS crew"
10/07/2016 22:57:18,10/07/2016 23:00:25,10/07/2016 23:01:17,10/07/2016 23:04:00,10/07/2016 23:01:42,"Medical assist, assist EMS crew"
10/07/2016 23:25:55,10/07/2016 23:27:26,10/07/2016 23:28:46,10/07/2016 23:30:15,10/07/2016 23:42:33,Citizen complaint
10/07/2016 23:31:19,10/07/2016 23:31:50,10/07/2016 23:33:19,10/07/2016 23:38:19,10/07/2016 23:35:35,"Alarm system activation, no fire"
10/07/2016 23:31:19,10/07/2016 23:31:50,10/07/2016 23:32:52,10/07/2016 23:38:19,10/07/2016 23:34:26,"Alarm system activation, no fire"
10/07/2016 23:31:19,10/07/2016 23:31:50,10/07/2016 23:32:47,10/07/2016 23:38:19,10/07/2016 23:39:57,"Alarm system activation, no fire"
10/07/2016 23:31:19,10/07/2016 23:31:50,10/07/2016 23:33:00,10/07/2016 23:38:19,10/07/2016 23:34:29,"Alarm system activation, no fire"
10/07/2016 23:31:19,10/07/2016 23:31:50,10/07/2016 23:32:49,10/07/2016 23:38:19,10/07/2016 23:34:25,"Alarm system activation, no fire"
10/07/2016 23:31:19,10/07/2016 23:31:50,10/07/2016 23:33:02,10/07/2016 23:38:19,10/07/2016 23:34:31,"Alarm system activation, no fire"
10/08/2016 00:52:22,10/08/2016 00:53:18,10/08/2016 00:54:28,10/08/2016 00:57:07,10/08/2016 01:15:45,"EMS call, excluding vehicle acci"
10/08/2016 02:30:07,10/08/2016 02:31:28,10/08/2016 02:32:41,10/08/2016 02:38:15,10/08/2016 02:40:10,"Medical assist, assist EMS crew"
10/08/2016 02:45:29,10/08/2016 02:45:57,10/08/2016 02:46:37,,10/08/2016 02:55:25,EMS Cancelled on Arrival
10/08/2016 03:04:18,10/08/2016 03:06:30,10/08/2016 03:07:58,10/08/2016 03:10:47,10/08/2016 03:28:45,"Medical assist, assist EMS crew"
10/08/2016 03:25:37,10/08/2016 03:26:15,10/08/2016 03:28:11,10/08/2016 03:32:54,10/08/2016 03:36:39,Assist invalid
10/08/2016 04:03:14,10/08/2016 04:05:41,10/08/2016 04:07:11,10/08/2016 04:10:49,10/08/2016 04:42:52,"EMS call, excluding vehicle acci"
10/08/2016 08:13:51,10/08/2016 08:15:07,10/08/2016 08:16:07,10/08/2016 08:18:49,10/08/2016 08:24:47,Assist invalid
10/08/2016 08:31:58,10/08/2016 08:32:40,10/08/2016 08:33:18,10/08/2016 08:37:18,10/08/2016 08:37:31,EMS Cancelled on Arrival
10/08/2016 10:22:49,10/08/2016 10:25:54,10/08/2016 10:26:33,10/08/2016 10:29:13,10/08/2016 10:31:38,EMS Cancelled on Arrival
10/08/2016 11:44:42,10/08/2016 11:45:13,10/08/2016 11:45:42,10/08/2016 11:46:47,10/08/2016 11:51:12,"Smoke detector activation, no fi"
10/08/2016 11:44:42,10/08/2016 11:45:13,10/08/2016 11:46:15,10/08/2016 11:46:47,10/08/2016 11:52:09,"Smoke detector activation, no fi"
10/08/2016 11:44:42,10/08/2016 11:45:13,10/08/2016 11:46:39,10/08/2016 11:46:47,10/08/2016 11:51:09,"Smoke detector activation, no fi"
10/08/2016 11:44:42,10/08/2016 11:45:13,10/08/2016 11:46:15,10/08/2016 11:46:47,10/08/2016 11:51:30,"Smoke detector activation, no fi"
10/08/2016 11:44:42,10/08/2016 11:45:13,10/08/2016 11:46:50,10/08/2016 11:46:47,10/08/2016 11:51:04,"Smoke detector activation, no fi"
10/08/2016 11:44:42,10/08/2016 11:45:13,10/08/2016 11:46:05,10/08/2016 11:46:47,10/08/2016 11:58:20,"Smoke detector activation, no fi"
10/08/2016 13:05:48,10/08/2016 13:07:06,10/08/2016 13:08:14,,10/08/2016 13:08:51,Emergency Medical cancelled en r
10/08/2016 14:05:08,10/08/2016 14:06:36,10/08/2016 14:07:10,10/08/2016 14:09:01,10/08/2016 14:22:53,"EMS call, excluding vehicle acci"
10/08/2016 14:07:15,10/08/2016 14:08:13,10/08/2016 14:09:10,10/08/2016 14:14:03,10/08/2016 14:27:10,"Medical assist, assist EMS crew"
10/08/2016 14:53:37,10/08/2016 14:54:11,10/08/2016 14:54:43,10/08/2016 14:56:34,10/08/2016 15:02:35,"EMS call, excluding vehicle acci"
10/08/2016 15:41:48,10/08/2016 15:43:11,10/08/2016 15:44:03,10/08/2016 15:46:28,10/08/2016 16:05:18,"Medical assist, assist EMS crew"
10/08/2016 16:58:29,10/08/2016 16:59:31,10/08/2016 17:00:21,10/08/2016 17:04:10,10/08/2016 17:48:37,Breakdown of light ballast
10/08/2016 16:58:29,10/08/2016 17:03:04,10/08/2016 17:03:11,10/08/2016 17:04:10,10/08/2016 17:36:15,Breakdown of light ballast
10/08/2016 16:58:29,10/08/2016 16:59:31,10/08/2016 17:00:17,10/08/2016 17:04:10,10/08/2016 17:03:04,Breakdown of light ballast
10/08/2016 16:58:29,10/08/2016 16:59:31,10/08/2016 17:00:41,10/08/2016 17:04:10,10/08/2016 17:50:38,Breakdown of light ballast
10/08/2016 16:58:29,10/08/2016 16:59:31,10/08/2016 17:00:51,10/08/2016 17:04:10,10/08/2016 17:12:32,Breakdown of light ballast
10/08/2016 16:58:29,10/08/2016 16:59:31,10/08/2016 17:00:20,10/08/2016 17:04:10,10/08/2016 17:38:16,Breakdown of light ballast
10/08/2016 16:58:29,10/08/2016 16:59:31,10/08/2016 17:00:34,10/08/2016 17:04:10,10/08/2016 17:49:00,Breakdown of light ballast
10/08/2016 16:59:14,10/08/2016 17:00:22,10/08/2016 17:00:45,10/08/2016 17:04:04,10/08/2016 17:07:22,HazMat release investigation w/n
10/08/2016 16:59:14,10/08/2016 17:00:22,10/08/2016 17:00:42,10/08/2016 17:04:04,10/08/2016 17:02:55,HazMat release investigation w/n
10/08/2016 16:59:14,10/08/2016 17:03:18,10/08/2016 17:03:24,10/08/2016 17:04:04,10/08/2016 17:07:21,HazMat release investigation w/n
10/08/2016 16:59:14,10/08/2016 17:00:22,10/08/2016 17:01:22,10/08/2016 17:04:04,10/08/2016 17:07:15,HazMat release investigation w/n
10/08/2016 16:59:14,10/08/2016 17:00:22,10/08/2016 17:02:03,10/08/2016 17:04:04,10/08/2016 17:07:29,HazMat release investigation w/n
10/08/2016 16:59:14,10/08/2016 17:00:22,10/08/2016 17:01:34,10/08/2016 17:04:04,10/08/2016 17:14:01,HazMat release investigation w/n
10/08/2016 17:10:57,10/08/2016 17:12:46,,10/08/2016 17:13:12,,"EMS call, excluding vehicle acci"
10/08/2016 17:10:57,10/08/2016 17:12:46,10/08/2016 17:12:51,10/08/2016 17:13:12,10/08/2016 17:22:17,"EMS call, excluding vehicle acci"
10/08/2016 18:04:32,10/08/2016 18:05:18,10/08/2016 18:06:12,10/08/2016 18:12:51,10/08/2016 18:21:33,Alarm system sounded due to malf
10/08/2016 19:25:13,10/08/2016 19:26:24,10/08/2016 19:27:06,10/08/2016 19:28:49,10/08/2016 19:37:30,"EMS call, excluding vehicle acci"
10/08/2016 19:32:27,10/08/2016 19:33:12,10/08/2016 19:34:08,10/08/2016 19:37:24,10/08/2016 19:55:51,"EMS call, excluding vehicle acci"
